make and model,year,VIN,condition,cylinders,drive,fuel,color,odometer,size,title,transmission,type,price
accord@,2009,None,None,None,None,gas,None,None,None,clean,automatic,None,100
toyota sienna xle,2006,None,None,6 cylinders,fwd,gas,red,None,full-size,clean,automatic,mini-van,4500
Ford Roadster pro street,1927,00000000000000000,fair,other,rwd,other,black,00000000000000000,compact,parts only,manual,other,1000
Toyota 4Runner SR5,1996,None,excellent,6 cylinders,4wd,gas,silver,212000,mid-size,clean,automatic,SUV,4500
caddilac deville,2002,None,None,None,None,gas,None,None,None,clean,automatic,None,1500
Chevy tahoe,1997,None,None,None,None,gas,None,None,None,clean,automatic,None,4000
Chrysler Curris,1998,None,fair,None,fwd,gas,green,140000,mid-size,clean,automatic,sedan,600
Chevrolet Cobalt 2LT,2010,None,excellent,4 cylinders,None,gas,white,165000,None,clean,automatic,sedan,4900
Ford F-350,1994,None,None,None,4wd,diesel,grey,None,None,clean,manual,None,6500
Dodge Shelby Charger,1986,1b3bz64e9gd186312,good,4 cylinders,fwd,gas,black,107500,mid-size,clean,manual,hatchback,5500
jeep wrangler sport,1999,None,good,6 cylinders,4wd,gas,white,209000,None,clean,automatic,None,7500
Ford Fusion sport,2012,None,None,None,None,gas,None,51000,None,clean,automatic,None,14500
Ford f150,1989,None,None,8 cylinders,4wd,gas,None,None,None,clean,manual,pickup,1000
Chevrolet S-10,1997,None,None,None,None,gas,None,None,None,clean,manual,None,2300
dodge grand caravan,2002,None,fair,6 cylinders,fwd,gas,white,200000,mid-size,clean,automatic,van,437
amc matador coupe,1975,None,good,8 cylinders,rwd,gas,blue,56000,full-size,clean,automatic,coupe,3400
Plymouth Valiant,1965,None,good,6 cylinders,rwd,gas,blue,95000,None,clean,manual,coupe,2800
chevrolet  C-10,1967,None,None,None,None,gas,None,None,None,clean,manual,None,12500
dodge durango,2000,None,None,None,None,gas,silver,None,None,clean,automatic,None,500
mercedes-benz 420SEL,1986,WDB 1260341A20359,excellent,8 cylinders,rwd,gas,blue,43985,full-size,clean,automatic,sedan,5000
Chevy,1998,None,excellent,8 cylinders,4wd,gas,brown,187000,full-size,clean,automatic,truck,3000
Chevy Colorado,2004,None,None,None,None,gas,None,190000,None,clean,manual,None,3800
ford escape,2008,None,excellent,6 cylinders,fwd,gas,black,None,None,rebuilt,automatic,SUV,5000
Hunday sonata,2006,None,excellent,6 cylinders,fwd,gas,red,None,None,clean,automatic,sedan,2600
nissan titan,2009,1N6BA07C79N313520,excellent,8 cylinders,4wd,gas,None,244000,None,clean,automatic,None,9800
chevrolet express 3500,2009,None,excellent,None,rwd,diesel,white,None,None,clean,automatic,bus,16500
ford mustang gt,1995,None,None,None,None,gas,None,None,None,clean,automatic,None,1500
jeep grand cherokee 4x4,1993,None,None,None,None,gas,None,None,None,clean,automatic,None,9999999
audi a6 quattro,2000,None,None,None,None,gas,None,None,None,salvage,automatic,None,2200
chevrolet 1500 silverado,2008,None,excellent,8 cylinders,rwd,gas,brown,185000,full-size,clean,automatic,pickup,10500
Ford Escape,2014,None,None,4 cylinders,fwd,gas,None,39000,None,clean,automatic,None,14000
Chevy,2011,None,None,None,None,diesel,None,185,None,clean,automatic,None,19000
chevy s10,1994,1GCDT19Z9R8168444,good,6 cylinders,4wd,gas,purple,235000,None,clean,manual,pickup,1500
Chevrolet C10,1969,None,good,8 cylinders,rwd,gas,None,None,None,clean,automatic,pickup,12500
Volkswagon Beetle,1969,None,good,4 cylinders,None,gas,None,None,compact,clean,manual,coupe,3200
chevy corvette,2000,None,None,None,None,gas,None,None,None,clean,manual,None,16500
saab 9-5,2000,None,None,None,None,gas,None,None,None,clean,manual,None,300
Nissan Maxima,2004,None,None,None,None,gas,None,None,None,clean,automatic,None,800
Chevy,1989,None,None,None,None,gas,None,None,None,clean,automatic,None,1500
pontiac grand prix,2003,None,fair,6 cylinders,fwd,gas,black,None,full-size,clean,automatic,sedan,1
Chevy caprice,1975,None,None,None,None,gas,None,134000,None,clean,automatic,None,6000
Chevy S1lverado,2001,None,excellent,8 cylinders,4wd,gas,red,167531,full-size,clean,automatic,truck,11
cadillac fleetwood 75 limousine,1967,00000000,fair,8 cylinders,rwd,gas,black,000000000,full-size,clean,automatic,other,10000
