make and model,year,VIN,condition,cylinders,drive,fuel,color,odometer,size,title,transmission,type,price
honda civic coupe ex,2000,None,good,4 cylinders,fwd,gas,green,245000,None,clean,automatic,coupe,950
honda civic ex,2001,None,fair,4 cylinders,fwd,gas,black,170000,compact,clean,automatic,sedan,1000
honda accord 2-door coupe,2008,1HGCS22878A004172,excellent,6 cylinders,fwd,gas,white,98000,compact,lien,automatic,coupe,8000
lincoln continental,1996,None,excellent,8 cylinders,fwd,gas,silver,113000,full-size,clean,automatic,sedan,2000
chevrolet avalanche,2002,None,good,8 cylinders,4wd,gas,red,182000,full-size,clean,automatic,truck,6500
honda odyssey,2007,None,None,None,None,other,None,None,None,clean,other,None,1
Cadillac SRX,2005,None,good,6 cylinders,None,gas,black,134000,None,clean,automatic,SUV,4300
ford taurus se,1997,None,good,6 cylinders,fwd,gas,red,189750,mid-size,clean,automatic,sedan,1400
jeep liberty 4wd 4dr sport,2004,None,None,None,None,gas,None,130000,None,clean,automatic,None,3400
Chevy,1987,None,None,None,None,gas,None,None,None,clean,automatic,None,1800
jeep grand cherokee,2015,None,None,None,None,gas,None,39000,None,clean,automatic,None,26900
chevy silverado 2500hd,2004,None,None,None,None,gas,None,None,None,clean,automatic,None,5500
cadillac dts,2006,None,None,None,None,gas,None,None,None,clean,automatic,None,3000
Honda crv,2001,None,None,None,None,gas,None,279000,None,clean,automatic,None,1600
IROC Z CAMARO,1986,None,fair,8 cylinders,fwd,gas,red,139000,None,clean,automatic,None,2600
toyota camry,1996,None,None,None,None,gas,None,None,None,clean,automatic,None,500
gmc 3500 454 engine,1994,None,None,None,None,gas,None,None,None,clean,automatic,None,4300
studebaker commander,1952,None,fair,8 cylinders,rwd,gas,grey,None,full-size,clean,manual,coupe,2000
PONTIAC G6,2008,None,good,6 cylinders,fwd,gas,silver,185000,mid-size,clean,automatic,sedan,3900
chevrolet impala,2010,None,excellent,6 cylinders,fwd,gas,silver,128650,mid-size,clean,automatic,None,4900
chevy tahoe lt,1986,None,good,8 cylinders,None,gas,white,227000,full-size,clean,automatic,None,1100
VW Golf,1988,None,None,4 cylinders,None,gas,None,112000,None,clean,manual,None,1800
buick rainier,2004,None,None,None,None,gas,None,None,None,clean,automatic,None,2850
Pontiac Grand Prix GT,2006,None,good,6 cylinders,fwd,gas,black,192000,full-size,clean,automatic,sedan,3200
chrysler town  country limited,2010,None,like new,6 cylinders,fwd,gas,black,157000,mid-size,clean,automatic,mini-van,7999
chrysler town  country limited,2010,None,like new,6 cylinders,fwd,gas,black,159000,mid-size,clean,automatic,mini-van,7999
chrysler town  country limited,2010,None,like new,6 cylinders,fwd,gas,black,159000,mid-size,clean,automatic,mini-van,7999
chevrolet 1500 silverado,2002,None,good,8 cylinders,4wd,gas,red,132500,None,clean,automatic,pickup,6000
pontiac vibe,2004,None,None,None,None,gas,None,None,None,rebuilt,automatic,None,2800
Ford Edge,2011,None,excellent,6 cylinders,4wd,gas,black,143000,mid-size,clean,automatic,SUV,10600
Ford Freestar,2004,None,None,None,None,gas,None,158650,None,clean,automatic,None,1950
Dodge ram 1500 quad cab,2000,None,good,8 cylinders,4wd,gas,None,114177,full-size,clean,automatic,truck,5000
honda odyssey,2009,None,None,None,fwd,gas,silver,138000,None,clean,automatic,mini-van,6995
Toyota Tercel,1996,None,good,4 cylinders,fwd,gas,green,192000,compact,clean,automatic,None,900
chevrolet tahoe,1999,None,good,8 cylinders,4wd,gas,white,144000,None,clean,automatic,SUV,2800
jeep cherokee,1996,None,None,None,None,gas,None,None,None,clean,automatic,None,225
JEEP CJ,1978,None,excellent,6 cylinders,4wd,gas,white,None,None,clean,manual,None,7500
ford edge sel,2014,2FMDK3JC0EBA99961,like new,6 cylinders,fwd,gas,grey,None,mid-size,clean,automatic,SUV,17900
2017 Nissan Altima,2017,None,new,None,None,gas,silver,18350,mid-size,clean,manual,None,10000
Chevrolet Silverado 1500 4x4,1998,None,fair,None,4wd,gas,purple,None,full-size,clean,automatic,pickup,800
